"Candidate","House/Senate","State","District","Party","Status","ElectionYear","Gender","GenderVar","PercentWomen"
"ANDRADE, CHRISTOPHER ALEN","H","NC","7","REP","OPEN","2014","male","0","10.833333333333334","republican"
"APPEL, STACI","H","IA","3","DEM","OPEN","2014","female","1","19.0","democrat"
"ARKOOSH, VALERIE ANN","H","PA","13","DEM","OPEN","2014","female","1","7.8817733990147785","democrat"
"ARNTZEN, ELSIE","H","MT","0","REP","OPEN","2014","female","1","8.0","republican"
"BABIN, BRIAN","H","TX","36","REP","OPEN","2014","male","0","10.0","republican"
"BACA, JOE","H","CA","31","DEM","OPEN","2014","male","0","16.25","democrat"
"BARFIELD, JONATHAN JR","H","NC","7","DEM","OPEN","2014","male","0","12.5","democrat"
"BARNETT, BRYAN K","H","MI","8","REP","OPEN","2014","male","0","7.2727272727272725","republican"
"BARR, BOB","H","GA","11","REP","OPEN","2014","male","0","8.88888888888889","republican"
"BARR, CHRISTINA L.","H","MI","14","REP","OPEN","2014","female","1","7.2727272727272725","republican"
"BARTOW, DENNIS","H","VA","8","REP","OPEN","2014","male","0","5.0","republican"
"BATTLE, GEORGE EDWARD III","H","NC","12","DEM","OPEN","2014","male","0","12.5","democrat"
"BEALE, ANTHONY A","H","IL","2","DEM","OPEN","2014","male","0","25.423728813559322","democrat"
"BEASON, JASON SCOTT","H","AL","6","REP","OPEN","2014","male","0","5.714285714285714","republican"
"BECKER, FRANCIS X. JR.","H","NY","4","REP","OPEN","2014","male","0","2.666666666666667","republican"
"BELGARD, AIMEE","H","NJ","3","DEM","OPEN","2014","female","1","20.0","democrat"
"BELL, ROBERT (BOB) CAPT","H","LA","6","REP","OPEN","2014","male","0","4.761904761904762","republican"
"BELTRAN, ESTAKIO","H","WA","4","DEM","OPEN","2014","male","0","21.428571428571427","democrat"
"BENACQUISTO, LIZBETH","H","FL","19","REP","OPEN","2014","female","1","10.833333333333334","republican"
"BERGER, PHILIP EDWARD JR","H","NC","6","REP","OPEN","2014","male","0","10.833333333333334","republican"
"BEYER, DONALD STERNOFF JR","H","VA","8","DEM","OPEN","2014","male","0","12.0","democrat"
"BIRCHER, MARK WILLIAM","H","FL","13","REP","OPEN","2014","male","0","10.833333333333334","republican"
"BISHOP, MIKE","H","MI","8","REP","OPEN","2014","male","0","7.2727272727272725","republican"
"BLACK, RICHARD H DICK","H","VA","10","REP","OPEN","2014","male","0","5.0","republican"
"BLAKEMAN, BRUCE","H","NY","4","REP","OPEN","2014","male","0","2.666666666666667","republican"
"BLANDFORD, KEITH WARRICK","H","SC","1","REP","OPEN","2014","male","0","8.064516129032258","republican"
"BLUM, RODNEY LELAND","H","IA","1","REP","OPEN","2014","male","0","6.0","republican"
"BLYTH, JOHN","H","IL","2","DEM","OPEN","2014","male","0","25.423728813559322","democrat"
"BOLGER, RICHARD OWEN","H","VA","10","DEM","OPEN","2014","male","0","12.0","democrat"
"BOLIVER, GAIL ELDRED","H","IA","1","REP","OPEN","2014","female","1","6.0","republican"
"BOSTIC, CURTIS EILLIOTT","H","SC","1","REP","OPEN","2014","male","0","8.064516129032258","republican"
"BOWMAN, TERRENCE MICHAEL","H","MI","12","REP","OPEN","2014","male","0","7.2727272727272725","republican"
"BOYLE, BRENDAN F","H","PA","13","DEM","OPEN","2014","male","0","7.8817733990147785","democrat"
"BRANDON, MARCUS","H","NC","12","DEM","OPEN","2014","male","0","12.5","democrat"
"BROOKE, WILLIAM W","H","AL","6","REP","OPEN","2014","male","0","5.714285714285714","republican"
"BROOMELL, FRANK CRAIG JR","H","NJ","1","DEM","OPEN","2014","male","0","20.0","democrat"
"BRUTUS, OTTO PATRICK","H","IL","2","DEM","OPEN","2014","male","0","25.423728813559322","democrat"
"BRYANT, ERIC LAWRENCE","H","SC","1","REP","OPEN","2014","male","0","8.064516129032258","republican"
"BUCK, KENNETH R","H","CO","4","REP","OPEN","2014","male","0","15.384615384615385","republican"
"CAIN, EMILY ANN","H","ME","2","DEM","OPEN","2014","female","1","22.516556291390728","democrat"
"CAMACHO, RANDY ROBERT","H","AZ","7","DEM","OPEN","2014","male","0","18.333333333333332","democrat"
"CARR, ELAN S.","H","CA","33","REP","OPEN","2014","male","0","8.75","republican"
"CARTER, EARL LEROY","H","GA","1","REP","OPEN","2014","male","0","8.88888888888889","republican"
"CARTER, JAMES DARWIN","H","GA","1","REP","OPEN","2014","male","0","8.88888888888889","republican"
"CASEY, GEORGE NICHOLAS JR","H","WV","2","DEM","OPEN","2014","male","0","11.0","democrat"
"CASTAGNA, TROY","H","CA","25","REP","OPEN","2014","male","0","8.75","republican"
"CAUSEY, JOHN MICHAEL","H","NC","6","REP","OPEN","2014","male","0","10.833333333333334","republican"
"CENTILLI, DOUG","H","TX","36","REP","OPEN","2014","male","0","10.0","republican"
"CHABOT, PAUL R DR.","H","CA","31","REP","OPEN","2014","male","0","8.75","republican"
"CHANG, STANLEY","H","HI","1","DEM","OPEN","2014","male","0","25.49019607843137","democrat"
"CHAPIN, DAN","H","CO","4","DEM","OPEN","2014","male","0","27.692307692307693","democrat"
"CHAPMAN, JEFF","H","GA","1","REP","OPEN","2014","male","0","8.88888888888889","republican"
"CHATMAN, LAVERN","H","VA","8","DEM","OPEN","2014","male","0","12.0","democrat"
"CHAVEZ, CESAR","H","AZ","7","DEM","OPEN","2014","male","0","18.333333333333332","democrat"
"CHIVUKULA, UPENDRA J","H","NJ","12","DEM","OPEN","2014","female","1","20.0","democrat"
"CICOTTE, GEORGE FREDERICK","H","WA","4","REP","OPEN","2014","male","0","9.183673469387756","republican"
"CLAITOR, DANIEL A","H","LA","6","REP","OPEN","2014","male","0","4.761904761904762","republican"
"CLARK, NORMAN NORM LEE","H","LA","6","REP","OPEN","2014","male","0","4.761904761904762","republican"
"CLARKE, HANSEN","H","MI","14","DEM","OPEN","2014","male","0","14.545454545454545","democrat"
"CLEMMER, ANN V","H","AR","2","REP","OPEN","2014","female","1","10.0","republican"
"COAKLEY, VINCENT EDWARD","H","NC","12","REP","OPEN","2014","male","0","10.833333333333334","republican"
"COBB, GARY WILBERT","H","NJ","1","REP","OPEN","2014","male","0","12.5","republican"
"COHEN, MARK B","H","PA","13","DEM","OPEN","2014","male","0","7.8817733990147785","democrat"
"COLBERT BUSCH, ELIZABETH","H","SC","1","DEM","OPEN","2014","female","1","8.870967741935484","democrat"
"COLE, MICHAEL KENNETH JR.","H","TX","36","DEM","OPEN","2014","male","0","11.333333333333332","democrat"
"COLEMAN, BONNIE WATSON","H","NJ","12","DEM","OPEN","2014","female","1","20.0","democrat"
"COLLINS, HAYDEN THOMAS JR","H","GA","11","REP","OPEN","2014","male","0","8.88888888888889","republican"
"COLLINS, MICHAEL A JR","H","GA","10","REP","OPEN","2014","male","0","8.88888888888889","republican"
"COLLISON, DANIEL EUGENE","H","NC","6","REP","OPEN","2014","male","0","10.833333333333334","republican"
"COMSTOCK, BARBARA J","H","VA","10","REP","OPEN","2014","female","1","5.0","republican"
"CONYERS, CHRISTINA","H","MI","14","REP","OPEN","2014","female","1","7.2727272727272725","republican"
"COSTELLO, RYAN A","H","PA","6","REP","OPEN","2014","male","0","10.344827586206897","republican"
"COUNCIL, TEMPERANCE A LANCE","H","CA","25","DEM","OPEN","2014","female","1","16.25","democrat"
"CRAMER, ROBERT JAMES","H","IA","3","REP","OPEN","2014","male","0","6.0","republican"
"DANDEKAR, SWATI ARVIND","H","IA","1","DEM","OPEN","2014","female","1","19.0","democrat"
"DANET, VINCENT EMILE","H","VI","0","REP","OPEN","2014","male","0"
"DARGA, KENNETH JAMES","H","MI","8","DEM","OPEN","2014","male","0","14.545454545454545","democrat"
"DAVENPORT, KEITH","H","OK","5","DEM","OPEN","2014","male","0","4.9504950495049505","democrat"
"DAVIS, BRUCE EDWARD SR","H","NC","6","DEM","OPEN","2014","male","0","12.5","democrat"
"DAVIS, SUSAN MAECHELL","H","GA","11","REP","OPEN","2014","female","1","8.88888888888889","republican"
"DAYLIN, LEACH B","H","PA","13","DEM","OPEN","2014","male","0","7.8817733990147785","democrat"
"DAYSOG, TONY","H","CA","11","DEM","OPEN","2014","male","0","16.25","democrat"
"DELACERDA, GABRIEL JOSE","H","IA","3","DEM","OPEN","2014","male","0","19.0","democrat"
"DEMARCO, PAUL","H","AL","6","REP","OPEN","2014","male","0","5.714285714285714","republican"
"DENOW, TOM","H","WI","6","REP","OPEN","2014","male","0","8.080808080808081","republican"
"DESAULNIER, MARK","H","CA","11","DEM","OPEN","2014","male","0","16.25","democrat"
"DIBELIUS, DAVID ALAN","H","PA","13","REP","OPEN","2014","male","0","10.344827586206897","republican"
"DIDIER, CLINT","H","WA","4","REP","OPEN","2014","male","0","9.183673469387756","republican"
"DIETZEL , PAUL II","H","LA","6","REP","OPEN","2014","male","0","4.761904761904762","republican"
"DINGELL, DEBBIE","H","MI","12","DEM","OPEN","2014","female","1","14.545454545454545","democrat"
"DIOUS, IVORY KENNETH","H","GA","10","DEM","OPEN","2014","male","0","16.11111111111111","democrat"
"DJOU, CHARLES K","H","HI","1","REP","OPEN","2014","male","0","5.88235294117647","republican"
"DOHENY, MATTHEW A","H","NY","21","REP","OPEN","2014","male","0","2.666666666666667","republican"
"DOUGLAS, JOHN F","H","GA","10","REP","OPEN","2014","male","0","8.88888888888889","republican"
"DOUGLAS, PATRICE","H","OK","5","REP","OPEN","2014","female","1","10.891089108910892","republican"
"DOWNING, RYAN","H","CA","31","REP","OPEN","2014","male","0","8.75","republican"
"DREIKORN, MICHAEL JOHN","H","FL","19","REP","OPEN","2014","male","0","10.833333333333334","republican"
"DRISCOLL, JOHN BRIAN","H","MT","0","DEM","OPEN","2014","male","0","22.0","democrat"
"DUNN, GARY","H","AZ","7","REP","OPEN","2014","male","0","13.333333333333334","republican"
"DUNN, MATTHEW ELLIOT","H","WV","2","DEM","OPEN","2014","male","0","11.0","democrat"
"DUNWOODY, STEPHEN","H","MI","14","DEM","OPEN","2014","male","0","14.545454545454545","democrat"
"DYAS, J. DANIEL, SR.","H","AL","1","REP","OPEN","2014","male","0","5.714285714285714","republican"
"EAGLETON, CLIFFORD J","H","IL","2","DEM","OPEN","2014","male","0","25.423728813559322","democrat"
"EARLE, BEVERLY MILLER","H","NC","12","DEM","OPEN","2014","female","1","12.5","democrat"
"EBBIN, ADAM","H","VA","8","DEM","OPEN","2014","male","0","12.0","democrat"
"ECK, ALIETA DR","H","NJ","12","REP","OPEN","2014","female","1","12.5","republican"
"EDMOND, MICAH K","H","VA","8","REP","OPEN","2014","male","0","5.0","republican"
"EDWARDS, EDWIN WASHINGTON","H","LA","6","DEM","OPEN","2014","male","0","8.571428571428571","democrat"
"EHRLICH, JESSICA D","H","FL","13","DEM","OPEN","2014","female","1","13.333333333333334","democrat"
"EMMER, THOMAS EARL JR","H","MN","6","REP","OPEN","2014","male","0","12.686567164179104","republican"
"ENGSTRAND, JIM","H","TX","36","REP","OPEN","2014","male","0","10.0","republican"
"ESPERO, WILLIAM","H","HI","1","DEM","OPEN","2014","male","0","25.49019607843137","democrat"
"EUILLE, WILLIAM D BILL","H","VA","8","DEM","OPEN","2014","male","0","12.0","democrat"
"FANOUS, JACK","H","NJ","3","DEM","OPEN","2014","male","0","20.0","democrat"
"FARKAS, STEPHEN","H","MI","12","REP","OPEN","2014","male","0","7.2727272727272725","republican"
"FELDER, CASSIE ERIN","H","LA","6","REP","OPEN","2014","female","1","4.761904761904762","republican"
"FENTON, ERNEST B","H","IL","2","DEM","OPEN","2014","male","0","25.423728813559322","democrat"
"FITZGERALD, JOHN PHILIP","H","TX","36","REP","OPEN","2014","male","0","10.0","republican"
"FJELD, LAURA","H","NC","6","DEM","OPEN","2014","female","1","12.5","democrat"
"FLAHERTY, VINCE","H","CA","33","DEM","OPEN","2014","male","0","16.25","democrat"
"FLEIG, JOHN MICHAEL","H","FL","13","REP","OPEN","2014","male","0","10.833333333333334","republican"
"FLUHARTY, ROBERT LAWRENCE","H","WV","2","REP","OPEN","2014","male","0","10.0","republican"
"FOSTER, BURGESS","H","MI","14","DEM","OPEN","2014","male","0","14.545454545454545","democrat"
"FOUST, JOHN","H","VA","10","DEM","OPEN","2014","male","0","12.0","democrat"
"FRASIER, BENJAMIN JR","H","SC","1","DEM","OPEN","2014","male","0","8.870967741935484","democrat"
"FUEHR, BOB","H","UT","4","REP","OPEN","2014","male","0","5.333333333333334","republican"
"GAGNIER, CHRISTINA","H","CA","35","DEM","OPEN","2014","female","1","16.25","democrat"
"GALLARDO, STEVE M","H","AZ","7","DEM","OPEN","2014","male","0","18.333333333333332","democrat"
"GALLEGO, RUBEN","H","AZ","7","DEM","OPEN","2014","male","0","18.333333333333332","democrat"
"GALLOT, RICK","H","LA","5","DEM","OPEN","2014","male","0","8.571428571428571","democrat"
"GARRETT, MYKALE L","H","MI","14","DEM","OPEN","2014","female","1","14.545454545454545","democrat"
"GERRARD, GARY","H","GA","10","REP","OPEN","2014","male","0","8.88888888888889","republican"
"GILANI, LILY","H","CA","33","REP","OPEN","2014","female","1","8.75","republican"
"GILBERT, JOSEPH MARK","H","NY","21","REP","OPEN","2014","male","0","2.666666666666667","republican"
"GOOCH, LESLI E MCCOLLUM","H","CA","31","REP","OPEN","2014","female","1","8.75","republican"
"GRAF, JAMES ANDREW","H","CA","33","DEM","OPEN","2014","male","0","16.25","democrat"
"GRAHAM, MALCOLM","H","NC","12","DEM","OPEN","2014","male","0","12.5","democrat"
"GRANDANETTE, JOE","H","IA","3","REP","OPEN","2014","male","0","6.0","republican"
"GRAVES, GARRET","H","LA","6","REP","OPEN","2014","male","0","4.761904761904762","republican"
"GREENSTEIN, LINDA","H","NJ","12","DEM","OPEN","2014","female","1","20.0","democrat"
"GREGORY, VINCENT","H","MI","14","DEM","OPEN","2014","male","0","14.545454545454545","democrat"
"GRETTENBERGER, SUSAN","H","MI","8","DEM","OPEN","2014","female","1","14.545454545454545","democrat"
"GREUEL, WENDY J","H","CA","33","DEM","OPEN","2014","female","1","16.25","democrat"
"GROOMS, LAWRENCE K","H","SC","1","REP","OPEN","2014","male","0","8.064516129032258","republican"
"GROTHMAN, GLENN S","H","WI","6","REP","OPEN","2014","male","0","8.080808080808081","republican"
"GUILD, THOMAS ","H","OK","5","DEM","OPEN","2014","male","0","4.9504950495049505","democrat"
"GUSTAFSON, CLAIRE H","H","NJ","1","REP","OPEN","2014","female","1","12.5","republican"
"HALVORSON, DEBORAH L","H","IL","2","DEM","OPEN","2014","female","1","25.423728813559322","democrat"
"HANK, JEFFREY A","H","MI","8","DEM","OPEN","2014","male","0","14.545454545454545","democrat"
"HANSEN, EMMETT II","H","VI","0","DEM","OPEN","2014","male","0"
"HARING, PAUL B","H","VA","8","REP","OPEN","2014","male","0","5.0","republican"
"HARRIS, MARK L","H","WI","6","DEM","OPEN","2014","male","0","17.17171717171717","democrat"
"HARRIS, MATTHEW JOSEPH","H","NJ","1","DEM","OPEN","2014","male","0","20.0","democrat"
"HARRIS, NAPOLEON B III","H","IL","2","DEM","OPEN","2014","male","0","25.423728813559322","democrat"
"HARRISON, STEPHEN JOHN","H","WV","2","REP","OPEN","2014","male","0","10.0","republican"
"HAWES, LEIGH M","H","ME","2","REP","OPEN","2014","female","1","8.609271523178808","republican"
"HAYNES, GREGORY","H","IL","2","DEM","OPEN","2014","male","0","25.423728813559322","democrat"
"HAYS, PATRICK HENRY","H","AR","2","DEM","OPEN","2014","male","0","7.000000000000001","democrat"
"HEYDENFELDT, SCOTT MATTHEW","H","CA","35","DEM","OPEN","2014","male","0","16.25","democrat"
"HICE, JODY","H","GA","10","REP","OPEN","2014","female","1","8.88888888888889","republican"
"HILL, JAMES FRENCH","H","AR","2","REP","OPEN","2014","male","0","10.0","republican"
"HILL, MAURICE B JR","H","NJ","3","REP","OPEN","2014","male","0","12.5","republican"
"HOBBS, RUDY","H","MI","14","DEM","OPEN","2014","male","0","14.545454545454545","democrat"
"HOLLINGSHEAD, STEPHEN","H","VA","10","REP","OPEN","2014","male","0","5.0","republican"
"HOLMES, JEFF","H","MI","4","DEM","OPEN","2014","male","0","14.545454545454545","democrat"
"HOLMES, KRISTIE","H","CA","33","DEM","OPEN","2014","female","1","16.25","democrat"
"HOPE, PATRICK ALAN","H","VA","8","DEM","OPEN","2014","male","0","12.0","democrat"
"HUNTER, MARCUS LAMAR","H","LA","5","DEM","OPEN","2014","male","0","8.571428571428571","democrat"
"HUTCHINSON, TOI","H","IL","2","DEM","OPEN","2014","female","1","25.423728813559322","democrat"
"HYRA, DEREK","H","VA","8","DEM","OPEN","2014","male","0","12.0","democrat"
"INGERSOL, KI","H","CA","11","DEM","OPEN","2014","male","0","16.25","democrat"
"ISOLA, CHRIS","H","NJ","3","REP","OPEN","2014","male","0","12.5","republican"
"JACKSON, TROY","H","ME","2","DEM","OPEN","2014","male","0","22.516556291390728","democrat"
"JARVIS, B STEFAN","H","GA","","REP","OPEN","2014","male","0","8.88888888888889","republican"
"JETT, SHANE DAVID","H","OK","5","REP","OPEN","2014","male","0","10.891089108910892","republican"
"JOHNSON, JENNIFER ","H","UT","4","REP","OPEN","2014","female","1","5.333333333333334","republican"
"JOHNSON, ROBERT ALLEN","H","LA","5","DEM","OPEN","2014","male","0","8.571428571428571","democrat"
"JOHNSON, ROBERT EUGENE MD","H","GA","1","REP","OPEN","2014","male","0","8.88888888888889","republican"
"JOLLEY, JOSEPH CLARK","H","OK","5","REP","OPEN","2014","male","0","10.891089108910892","republican"
"JONATHAN, VICTOR","H","IL","2","DEM","OPEN","2014","male","0","25.423728813559322","democrat"
"KAJTAZOVIC, ANESA","H","IA","1","DEM","OPEN","2014","female","1","19.0","democrat"
"KANUTH, DAVID","H","CA","33","DEM","OPEN","2014","male","0","16.25","democrat"
"KASPRZAK, PATRICIA","H","TX","36","REP","OPEN","2014","female","1","10.0","republican"
"KILPATRICK, ROBERT DONALD","H","CA","33","REP","OPEN","2014","male","0","8.75","republican"
"KIM, DONNA MERCADO","H","HI","1","DEM","OPEN","2014","female","1","25.49019607843137","democrat"
"KING, JEFF","H","SC","1","REP","OPEN","2014","male","0","8.064516129032258","republican"
"KIRKMEYER, BARBARA","H","CO","4","REP","OPEN","2014","female","1","15.384615384615385","republican"
"KLEINHENDLER, HOWARD","H","NJ","3","DEM","OPEN","2014","male","0","20.0","democrat"
"KNIGHT, STEVE","H","CA","25","REP","OPEN","2014","male","0","8.75","republican"
"KONETCHY, PETER D","H","MI","4","REP","OPEN","2014","male","0","7.2727272727272725","republican"
"KOPF, KENNETH ALBERT","H","NC","6","REP","OPEN","2014","male","0","10.833333333333334","republican"
"KORPE, SATISH W","H","VA","8","DEM","OPEN","2014","male","0","12.0","democrat"
"KOUTOUJIAN, PETER J","H","MA","5","DEM","OPEN","2014","male","0","18.75","democrat"
"KRINKIE, PHILIP B","H","MN","6","REP","OPEN","2014","male","0","12.686567164179104","republican"
"KUBBA, SAM","H","VA","10","DEM","OPEN","2014","male","0","12.0","democrat"
"KUHN, JOHN","H","SC","1","REP","OPEN","2014","male","0","8.064516129032258","republican"
"LAFFEY, STEPHEN PATRICK","H","CO","4","REP","OPEN","2014","male","0","15.384615384615385","republican"
"LANE, CHARLOTTE R","H","WV","2","REP","OPEN","2014","female","1","10.0","republican"
"LARKIN, TIMOTHY EDWARD","H","SC","1","REP","OPEN","2014","male","0","8.064516129032258","republican"
"LAWRENCE, BRENDA LULENAR","H","MI","14","DEM","OPEN","2014","female","1","14.545454545454545","democrat"
"LEIBHAM, JOE","H","WI","6","REP","OPEN","2014","male","0","8.080808080808081","republican"
"LEONARD, LEONA","H","OK","5","DEM","OPEN","2014","female","1","4.9504950495049505","democrat"
"LESTER, MARK","H","AL","6","DEM","OPEN","2014","male","0","8.571428571428571","democrat"
"LEVENE, ALLAN","H","HI","1","REP","OPEN","2014","male","0","5.88235294117647","republican"
"LEVENE, ALLAN","H","GA","1","REP","OPEN","2014","male","0","8.88888888888889","republican"
"LEVINE, MARK HERBERT","H","VA","8","DEM","OPEN","2014","male","0","12.0","democrat"
"LEWIS, JOHN","H","MT","0","DEM","OPEN","2014","male","0","22.0","democrat"
"LIEBERMAN, RICHARD DEAN","H","LA","6","DEM","OPEN","2014","male","0","8.571428571428571","democrat"
"LIEU, TED","H","CA","33","DEM","OPEN","2014","male","0","16.25","democrat"
"LIMEHOUSE, HARRY (CHIP) III","H","SC","1","REP","OPEN","2014","male","0","8.064516129032258","republican"
"LIND, HOWARD RHODES","H","VA","10","REP","OPEN","2014","male","0","5.0","republican"
"LINDSEY, EDWARD H JR","H","GA","11","REP","OPEN","2014","male","0","8.88888888888889","republican"
"LONEGAN, STEVEN","H","NJ","3","REP","OPEN","2014","male","0","12.5","republican"
"LOPEZ, ALFONSO HOFFMAN","H","VA","8","DEM","OPEN","2014","male","0","12.0","democrat"
"LOPEZ, BENJAMIN","H","CA","35","REP","OPEN","2014","male","0","8.75","republican"
"LOUDERMILK, BARRY","H","GA","11","REP","OPEN","2014","male","0","8.88888888888889","republican"
"LOVE, MIA","H","UT","4","REP","OPEN","2014","female","1","5.333333333333334","republican"
"LUCAS, LEE","H","NJ","1","REP","OPEN","2014","male","0","12.5","republican"
"MACARTHUR, THOMAS","H","NJ","3","REP","OPEN","2014","male","0","12.5","republican"
"MACIARIELLO, PATRICK","H","CA","45","REP","OPEN","2014","male","0","8.75","republican"
"MAHN, DANIEL TODD","H","MO","8","DEM","OPEN","2014","male","0","11.65644171779141","democrat"
"MALONE, SHAWN-MICHAEL","H","VI","0","DEM","OPEN","2014","male","0"
"MANAHAN, JOEY","H","HI","1","DEM","OPEN","2014","male","0","25.49019607843137","democrat"
"MANLOVE, JOHN","H","TX","36","REP","OPEN","2014","male","0","10.0","republican"
"MARGOLIES-MEZVINSKY, MARJORIE","H","PA","13","DEM","OPEN","2014","female","1","7.8817733990147785","democrat"
"MARTIN, EARL THOMAS MD","H","GA","1","REP","OPEN","2014","male","0","8.88888888888889","republican"
"MARTIN, WALTER, JR.","H","NC","7","DEM","OPEN","2014","male","0","12.5","democrat"
"MATHENY, BRYAN ZACHARY","H","NC","6","REP","OPEN","2014","male","0","10.833333333333334","republican"
"MATHIS, CHAD DR","H","AL","6","REP","OPEN","2014","male","0","5.714285714285714","republican"
"MAUPIN JR, JARRETT BARTON","H","AZ","7","REP","OPEN","2014","male","0","13.333333333333334","republican"
"MCAFFREY, AL","H","OK","5","DEM","OPEN","2014","male","0","4.9504950495049505","democrat"
"MCALLISTER, LEONARD FRANCIS JR","H","IL","2","REP","OPEN","2014","male","0","8.47457627118644","republican"
"MCCALL, JESSICA LYNN","H","MI","14","DEM","OPEN","2014","female","1","14.545454545454545","democrat"
"MCCALLUM, JOHN","H","GA","1","REP","OPEN","2014","male","0","8.88888888888889","republican"
"MCCOY, PETER MICHAEL JR","H","SC","1","REP","OPEN","2014","male","0","8.064516129032258","republican"
"MCCULLOCH, CRAIG","H","LA","6","REP","OPEN","2014","male","0","4.761904761904762","republican"
"MCKINLEY, PAUL","H","IL","2","REP","OPEN","2014","male","0","8.47457627118644","republican"
"MCMANUS, GERARD","H","NJ","1","REP","OPEN","2014","male","0","12.5","republican"
"MCMILLIN, THOMAS E","H","MI","8","REP","OPEN","2014","male","0","7.2727272727272725","republican"
"MCQUEEN, CLAY D","H","PA","13","REP","OPEN","2014","male","0","10.344827586206897","republican"
"MEYER, CHARLES B","H","TX","36","REP","OPEN","2014","male","0","10.0","republican"
"MEYERS, VICTOR S","H","CO","4","DEM","OPEN","2014","male","0","27.692307692307693","democrat"
"MIDBUST, KEVIN","H","WA","4","REP","OPEN","2014","male","0","9.183673469387756","republican"
"MILLER, MATTHEW LOUIS","H","CA","33","DEM","OPEN","2014","male","0","16.25","democrat"
"MINOR, FRANK WAYNE","H","NJ","1","DEM","OPEN","2014","male","0","20.0","democrat"
"MITCHELL, JAMES","H","NC","12","DEM","OPEN","2014","male","0","12.5","democrat"
"MITCHELL, PAUL III","H","MI","4","REP","OPEN","2014","male","0","7.2727272727272725","republican"
"MIYAMOTO, HANNAH STEPHANIE","H","HI","1","DEM","OPEN","2014","female","1","25.49019607843137","democrat"
"MODICA, JULIEN","H","VA","10","DEM","OPEN","2014","male","0","12.0","democrat"
"MOFFLY, ELIZABETH","H","SC","1","REP","OPEN","2014","female","1","8.064516129032258","republican"
"MOLL, THOMAS","H","AR","4","REP","OPEN","2014","male","0","10.0","republican"
"MOOLENAAR, JOHN","H","MI","4","REP","OPEN","2014","male","0","7.2727272727272725","republican"
"MOORE, RODNEY WAYNE","H","NC","12","DEM","OPEN","2014","male","0","12.5","democrat"
"MOORLACH, JOHN","H","CA","45","REP","OPEN","2014","male","0","8.75","republican"
"MORRELL, KIM","H","TX","36","REP","OPEN","2014","male","0","10.0","republican"
"MORRIS, JOHN CLYDE III","H","LA","5","REP","OPEN","2014","male","0","4.761904761904762","republican"
"MORTON, MAURICE G","H","MI","14","DEM","OPEN","2014","male","0","14.545454545454545","democrat"
"MOSS, JIM","H","WV","2","REP","OPEN","2014","male","0","10.0","republican"
"MOTTUS, KEVIN NEIL","H","CA","33","REP","OPEN","2014","male","0","8.75","republican"
"MROZINSKI, LARRY","H","GA","11","REP","OPEN","2014","male","0","8.88888888888889","republican"
"MUHAMMAD, FATIMAH N","H","IL","2","DEM","OPEN","2014","female","1","25.423728813559322","democrat"
"MULLINS, RAYMOND GLENN","H","MI","12","DEM","OPEN","2014","male","0","14.545454545454545","democrat"
"MULVANEY, BARBARA","H","CA","33","DEM","OPEN","2014","female","1","16.25","democrat"
"MURPHY, PATRICK JOSEPH","H","IA","1","DEM","OPEN","2014","male","0","19.0","democrat"
"NAJARIAN, NANCY","H","VA","8","DEM","OPEN","2014","female","1","12.0","democrat"
"NEWBRY, JANEA HOLMQUIST","H","WA","4","REP","OPEN","2014","female","1","9.183673469387756","republican"
"NEWHOUSE, DANIEL MILTON","H","WA","4","REP","OPEN","2014","male","0","9.183673469387756","republican"
"NORMAN, DAVID","H","TX","36","REP","OPEN","2014","male","0","10.0","republican"
"O'BRIEN, DAVID A","H","IA","1","DEM","OPEN","2014","male","0","19.0","democrat"
"OBAGI, ZEIN ELABDINE JR","H","CA","33","DEM","OPEN","2014","male","0","16.25","democrat"
"OLIEH, ALPHONSUS JR","H","IL","2","DEM","OPEN","2014","male","0","25.423728813559322","democrat"
"OLSON, NANCY L","H","WI","6","REP","OPEN","2014","female","1","8.080808080808081","republican"
"ORTEGA, GUSTAVO","H","AZ","7","DEM","OPEN","2014","male","0","18.333333333333332","democrat"
"OSBORNE, CURTIS C","H","NC","12","DEM","OPEN","2014","male","0","12.5","democrat"
"OWENS, H DOUGLAS","H","UT","4","DEM","OPEN","2014","male","0","10.666666666666668","democrat"
"PALMER, GARY","H","AL","6","REP","OPEN","2014","male","0","5.714285714285714","republican"
"PARRISH, MICHAEL D","H","PA","6","DEM","OPEN","2014","male","0","7.8817733990147785","democrat"
"PATEL, RAGIVE","H","NC","12","DEM","OPEN","2014","male","0","12.5","democrat"
"PATRICK, ANDY","H","SC","1","REP","OPEN","2014","male","0","8.064516129032258","republican"
"PECK, LOWELL B","H","WA","4","REP","OPEN","2014","male","0","9.183673469387756","republican"
"PEDERSON, JOHN CARROLL","H","MN","6","REP","OPEN","2014","male","0","12.686567164179104","republican"
"PETERS, KATHLEEN","H","FL","13","REP","OPEN","2014","female","1","10.833333333333334","republican"
"PETERSON, BILL","H","UT","4","DEM","OPEN","2014","male","0","10.666666666666668","democrat"
"PHILLIPS, JEFFREY MARLIN","H","NC","6","REP","OPEN","2014","male","0","10.833333333333334","republican"
"PICKENS, LARRY D","H","IL","2","DEM","OPEN","2014","male","0","25.423728813559322","democrat"
